id,word,frequency,pos
91294,divertor,116470,96
91295,krome,116470,96
91296,dray,116469,96
91297,drac,116465,96
91298,stutz,116459,96
91299,gex,116459,96
91300,grierson,116457,96
91301,worldwatch,116457,96
91302,westshore,116455,96
91303,dpms,116452,96
91304,shevardnadze,116450,96
91305,stationarity,116447,96
91306,homeplug,116445,96
91307,fewn,116443,96
91308,paperclip,116443,96
91309,monotheistic,116443,96
91310,diversionary,116441,96
91311,silurian,116440,96
91312,boks,116439,92
91313,yoshihiro,116435,96
91314,fnd,116434,96
91315,autosite,116432,96
91316,networkers,116430,92
91317,malbec,116430,86
91318,corin,116427,100
91319,detaching,116425,100
91320,evacuee,116424,96
91321,morphometric,116423,96
91322,leecher,116422,92
91323,sunburned,116422,100
91324,klf,116415,96
91325,quackenbush,116415,96
91326,puoi,116414,96
91327,danelectro,116411,96
91328,loya,116407,96
91329,vtv,116407,96
91330,overvoltage,116407,96
91331,exb,116407,96
91332,libsigc,116402,96
91333,steelcase,116401,96
91334,spasmodic,116398,96
91335,poquoson,116395,96
91336,mjb,116394,96
91337,vspace,116394,96
91338,interlacing,116392,100
91339,shariah,116390,96
91340,chemtreeno,116383,92
91341,radke,116375,96
91342,belmore,116367,96
91343,scis,116365,96
91344,elegante,116363,96
91345,corne,116363,92
91346,scopate,116360,100
91347,resetchannel,116360,96
91348,summervacation,116359,92
91349,isold,116356,96
91350,concretes,116354,96
91351,nudo,116354,96
91352,basesrc,116353,96
91353,rotk,116352,96
91354,augmentative,116349,96
91355,vlaams,116348,96
91356,sayonara,116345,96
91357,quietude,116344,96
91358,gamme,116344,96
91359,seabreeze,116341,96
91360,zyliss,116340,96
91361,orgien,116339,96
91362,jona,116336,96
91363,roundly,116335,96
91364,planetmirror,116334,96
91365,icas,116333,92
91366,grivel,116331,92
91367,monarchies,116330,96
91368,respawn,116329,96
91369,roddenberry,116325,96
91370,jilly,116322,86
91371,gearhart,116321,96
91372,cassavetes,116320,100
91373,vidor,116319,96
91374,simferopol,116317,96
91375,petanque,116315,96
91376,refrig,116313,96
91377,shelfmark,116310,96
91378,miscalculation,116308,96
91379,autotools,116308,96
91380,ogsa,116308,96
91381,topfield,116307,96
91382,wiss,116301,96
91383,adjudicators,116296,92
91384,cubecart,116294,96
91385,trost,116294,100
91386,interprofessional,116293,84
91387,narrabri,116293,96
91388,dermabrasion,116288,92
91389,camembert,116287,96
91390,slone,116286,96
91391,readfile,116286,96
91392,atrioventricular,116286,96
91393,camano,116284,96
91394,kinoshita,116283,96
91395,bitchcams,116281,96
91396,eferences,116280,96
91397,qpopper,116280,84
91398,winless,116279,92
91399,upham,116276,96
91400,mollusk,116264,96
91401,wildfowl,116264,96
91402,constipated,116263,100
91403,bundestag,116260,96
91404,syntaxes,116259,96
91405,heartened,116259,100
91406,enu,116258,96
91407,mati,116247,96
91408,scotiabank,116242,96
91409,stith,116239,96
91410,winchendon,116235,96
91411,tbb,116234,96
91412,planview,116233,96
91413,ultraportable,116228,84
91414,fotografias,116227,96
91415,operatingsystem,116224,96
91416,konstantinos,116224,96
91417,rhododendrons,116217,92
91418,wyndam,116214,96
91419,pronghorn,116209,96
91420,needlenose,116207,96
91421,morbi,116204,100
91422,emwin,116202,96
91423,flirted,116202,100
91424,hotty,116199,96
91425,unilateralism,116198,96
91426,leopoldo,116196,96
91427,shuck,116192,96
91428,eurotel,116189,96
91429,refcount,116187,96
91430,acolytes,116182,96
91431,vraiment,116180,96
91432,hawlfraint,116180,92
91433,fretless,116173,96
91434,royalist,116172,92
91435,untroubled,116170,96
91436,remsen,116167,96
91437,esha,116160,96
91438,divertimento,116152,96
91439,ordenador,116150,96
91440,nejm,116149,100
91441,wunderground,116146,96
91442,jamis,116146,96
91443,lemos,116145,96
91444,unassembled,116144,100
91445,thigpen,116144,96
91446,tellabs,116140,96
91447,aspirants,116139,92
91448,cryptococcus,116137,96
91449,ebbw,116136,100
91450,biondo,116136,84
91451,sandhu,116136,96
91452,organisme,116136,96
91453,sheepishly,116134,86
91454,denk,116132,100
91455,machek,116124,96
91456,wabasha,116122,96
91457,nucleosome,116122,96
91458,hierarch,116121,96
91459,jls,116119,96
91460,haft,116118,96
91461,moteles,116118,96
91462,sklep,116116,96
91463,shikoku,116111,96
91464,bhk,116110,96
91465,eightball,116106,96
91466,posn,116104,96
91467,aidsline,116103,96
91468,parisienne,116101,96
91469,shuffler,116093,96
91470,psychophysical,116093,84
91471,scign,116092,92
91472,toggled,116088,100
91473,neons,116084,92
91474,shoppingclothing,116083,100
91475,rosaceae,116078,96
91476,pdffactory,116078,96
91477,nevers,116074,92
91478,barths,116073,96
91479,khelpcenter,116067,96
91480,nizhny,116067,96
91481,gestione,116065,96
91482,sadist,116064,92
91483,pharyngitis,116062,96
91484,nbaa,116062,96
91485,whiteface,116056,96
91486,kastner,116049,96
91487,ekd,116046,96
91488,mourne,116044,96
91489,castlemaine,116043,96
91490,synching,116043,96
91491,isao,116041,96
91492,implementer,116041,96
91493,fxr,116038,96
91494,russie,116038,96
91495,camac,116037,96
91496,jablonski,116034,96
91497,schwann,116033,96
91498,donotdelete,116029,96
91499,macroinvertebrate,116028,96
91500,cantonment,116025,92
91501,warily,116018,86
91502,udocs,116017,96
91503,pisano,116015,96
91504,acns,116015,96
91505,cadmus,116009,96
91506,medialab,116001,96
91507,nomail,115997,96
91508,telle,115993,96
91509,rika,115990,100
91510,microfluidic,115988,96
91511,mccarron,115986,96
91512,gecube,115980,96
91513,skipn,115978,96
91514,sundberg,115974,96
91515,spad,115970,96
91516,isanti,115964,96
91517,flashdance,115961,96
91518,pontypool,115961,96
91519,boleyn,115960,96
91520,lilydale,115960,96
91521,athenatech,115957,96
91522,ncsc,115956,96
91523,freesound,115955,96
91524,rmoveto,115953,96
91525,hfe,115949,96
91526,xsize,115949,96
91527,traficant,115942,96
91528,equipement,115939,96
91529,aflame,115938,96
91530,inzamam,115935,96
91531,bbclone,115931,96
91532,schall,115928,96
91533,gits,115928,92
91534,phonetically,115927,86
91535,aright,115925,100
91536,iut,115925,96
91537,mosinee,115924,96
91538,stannard,115923,96
91539,northway,115921,96
91540,cmrs,115921,96
91541,echocardiogram,115918,96
91542,dsmz,115917,96
91543,newsbrief,115916,96
91544,servicesfinancing,115916,96
91545,balrog,115915,96
91546,nominator,115913,92
91547,tripling,115912,100
91548,kyrgystan,115910,96
91549,kantian,115906,96
91550,esmond,115903,96
91551,gotland,115903,96
91552,carboxypeptidase,115902,96
91553,deben,115902,96
91554,googly,115900,86
91555,scuffed,115899,100
91556,volved,115899,96
91557,sportrak,115898,96
91558,simpkins,115893,96
91559,resected,115892,100
91560,windlass,115892,96
91561,bestop,115889,92
91562,icar,115888,92
91563,eberly,115880,86
91564,crusie,115879,100
91565,vanpool,115875,92
91566,studious,115873,84
91567,absolutist,115871,96
91568,shiflett,115864,96
91569,eyck,115862,96
91570,meyerson,115860,96
91571,kempe,115854,96
91572,olomouc,115853,96
91573,weeknight,115847,96
91574,kuznetsov,115846,96
91575,patellar,115840,96
91576,infers,115834,92
91577,enshs,115833,96
91578,nilson,115831,96
91579,dpml,115826,96
91580,hinrich,115822,96
91581,fineness,115817,96
91582,dubna,115816,96
91583,gemmell,115813,96
91584,salicylates,115810,96
91585,renville,115810,96
91586,collectivism,115808,96
91587,garand,115806,96
91588,estan,115805,96
91589,sitc,115803,96
91590,deweese,115802,96
91591,kooga,115800,96
91592,alveoli,115800,96
91593,youger,115797,96
91594,keystore,115795,96
91595,byerly,115795,86
91596,sugimoto,115789,96
91597,cisti,115789,96
91598,hksar,115779,96
91599,refco,115777,96
91600,nanna,115776,96
91601,cripps,115769,96
91602,fluorinated,115768,100
91603,mammut,115767,96
91604,maoi,115764,96
91605,warrenty,115764,96
91606,newgrounds,115763,92
91607,transderm,115763,96
91608,oraz,115761,92
91609,dosent,115761,96
91610,stty,115761,96
91611,setzen,115760,92
91612,illiad,115756,96
91613,immunocytochemistry,115754,92
91614,pharisee,115745,96
91615,quesadillas,115744,96
91616,tmnt,115743,96
91617,emachine,115743,96
91618,schadenfreude,115740,96
91619,onegai,115736,96
91620,isvalid,115736,96
91621,wellies,115724,96
91622,beccary,115724,96
91623,geis,115720,96
91624,devenir,115715,96
91625,nortriptyline,115715,96
91626,cercle,115709,96
91627,jeffry,115707,96
91628,batchelder,115704,96
91629,urania,115700,96
91630,odum,115693,96
91631,wun,115687,96
91632,prarie,115684,96
91633,mussorgsky,115681,96
91634,earlville,115681,96
91635,thredbo,115680,96
91636,dieldrin,115678,96
91637,giac,115677,96
91638,endopeptidase,115677,92
91639,uvw,115676,96
91640,apolipoproteins,115675,96
91641,optionen,115671,96
91642,amicably,115670,86
91643,pmap,115668,96
91644,porphyrin,115666,96
91645,pval,115664,96
91646,knitty,115663,96
91647,tureen,115658,96
91648,transi,115654,96
91649,vandana,115653,96
91650,uproot,115651,96
91651,ecologic,115647,96
91652,caas,115646,96
91653,rheem,115641,96
91654,ametek,115641,96
91655,pinchas,115640,96
91656,airmagnet,115640,96
91657,mobileplanet,115640,96
91658,mindbranch,115640,96
91659,frontieres,115633,92
91660,procedurally,115629,86
91661,photogrammetric,115624,100
91662,sanremo,115623,92
91663,mcgough,115622,92
91664,sportscards,115622,84
91665,nuptials,115617,92
91666,cybertronpc,115615,96
91667,munchers,115613,96
91668,greif,115613,96
91669,techbargains,115610,96
91670,napili,115609,96
91671,uhn,115602,96
91672,flints,115599,92
91673,satirist,115599,96
91674,yoav,115597,96
91675,deconstructed,115596,100
91676,sres,115594,96
91677,banani,115594,96
91678,rooker,115593,96
91679,poors,115591,92
91680,intech,115589,96
91681,olivera,115588,96
91682,cabletron,115586,96
91683,tarifas,115581,96
91684,vitex,115579,96
91685,skateboarders,115579,96
91686,awesomeness,115578,96
91687,jarreau,115570,96
91688,kus,115569,96
91689,foust,115569,96
91690,visiter,115567,96
91691,methuselah,115563,96
91692,amcc,115561,96
91693,ipcop,115560,96
91694,sankar,115557,96
91695,downhole,115555,96
91696,softshell,115552,96
91697,rellihan,115552,96
91698,pone,115551,96
91699,annas,115549,96
91700,girish,115548,96
91701,yhaoo,115546,96
91702,kotler,115544,96
91703,grafico,115543,96
91704,mafic,115542,96
91705,astrologie,115540,96
91706,donohoe,115538,96
91707,dizzee,115534,96
91708,teq,115533,101
91709,logjam,115532,92
91710,camillo,115530,92
91711,pusssy,115529,96
91712,ulb,115518,96
91713,rcia,115516,96
91714,hade,115516,96
91715,haemophilia,115515,96
91716,thie,115510,96
91717,outliner,115509,92
91718,clumber,115507,96
91719,laas,115505,96
91720,nihilistic,115504,84
91721,devalue,115502,96
91722,extort,115502,92
91723,pog,115499,96
91724,schr,115497,96
91725,staaten,115493,96
91726,rennaisance,115491,92
91727,estima,115489,96
91728,sya,115487,96
91729,turbonegro,115485,96
91730,lawyering,115484,100
91731,quinto,115484,96
91732,gleeful,115482,84
91733,shakey,115475,92
91734,riccione,115475,92
91735,checkpointing,115469,100
91736,vignetting,115466,100
91737,sprightly,115466,86
91738,carves,115465,100
91739,manns,115461,96
91740,electronicstalk,115460,96
91741,spinks,115460,96
91742,grindstone,115459,96
91743,speaketh,115458,96
91744,jory,115458,96
91745,tadeusz,115458,96
91746,hydroquinone,115458,96
91747,fastweb,115453,96
91748,jone,115453,96
91749,kye,115452,96
91750,singlemode,115451,96
91751,nuendo,115450,96
91752,workcenter,115445,96
91753,nevsky,115444,96
91754,registrable,115444,96
91755,kewanee,115443,96
91756,getinstance,115442,96
91757,adastra,115441,96
91758,spivak,115440,96
91759,allstays,115439,92
91760,sheree,115439,96
91761,roofer,115438,100
91762,voltron,115438,96
91763,vanna,115438,96
91764,replaying,115434,96
91765,dealmac,115432,96
91766,cobbles,115431,96
91767,quinone,115429,96
91768,fann,115428,96
91769,tovar,115424,96
91770,hiligaynon,115417,96
91771,sacredness,115414,96
91772,menton,115411,96
91773,eforce,115405,96
91774,montevallo,115402,96
91775,headington,115402,96
91776,punchstock,115401,96
91777,raincoats,115398,96
91778,petticoats,115394,100
91779,njdep,115390,96
91780,wobbling,115390,96
91781,dsv,115386,96
91782,airaid,115386,96
91783,nhanes,115386,96
91784,iowahawk,115380,96
91785,intermarriage,115380,96
91786,engineeri,115379,96
91787,bache,115379,96
91788,enea,115378,96
91789,demodulation,115375,92
91790,chroniques,115374,100
91791,hpe,115373,96
91792,horseheads,115371,96
91793,proffer,115369,100
91794,raceface,115369,96
91795,poontanghusler,115369,96
91796,nscc,115368,96
91797,lipopolysaccharides,115363,100
91798,tnrcc,115362,96
91799,thornley,115362,96
91800,haply,115360,96
91801,chondrocytes,115359,100
91802,shoping,115356,100
91803,pronounces,115356,92
91804,fussing,115355,100
91805,marilu,115349,96
91806,solzhenitsyn,115342,96
91807,palindrome,115341,92
91808,pooped,115336,100
91809,freepictures,115334,92
91810,bisou,115332,92
91811,harvie,115329,96
91812,allenby,115329,85
91813,aanndd,115327,96
91814,educatio,115327,96
91815,zid,115326,96
91816,speedbooster,115323,96
91817,kavu,115322,96
91818,brabantia,115320,96
91819,pauillac,115319,92
91820,motorcars,115319,92
91821,expensing,115319,100
91822,stragglers,115318,92
91823,scowl,115318,100
91824,geox,115318,96
91825,tinder,115314,96
91826,prioritizes,115313,96
91827,neuroma,115310,96
91828,backfield,115309,96
91829,aggiornamento,115306,85
91830,gadgetry,115306,96
91831,mkp,115301,96
91832,omniscience,115298,96
91833,swsusp,115295,96
91834,teahouse,115292,96
91835,shakily,115291,96
91836,chatterlight,115291,92
91837,dunleavy,115290,96
91838,populares,115287,92
91839,stockhausen,115284,96
91840,aapt,115283,96
91841,uthscsa,115281,96
91842,leics,115280,96
91843,vot,115269,96
91844,analdehnung,115266,96
91845,udt,115263,96
91846,cuellar,115263,96
91847,forlani,115261,96
91848,deuel,115261,96
91849,jarmusch,115259,96
91850,scription,115257,96
91851,dressmakers,115253,96
91852,wigley,115252,96
91853,antananarivo,115250,96
91854,sould,115231,100
91855,albano,115229,96
91856,betterphoto,115228,96
91857,welcom,115222,96
91858,neked,115221,100
91859,oostende,115221,96
91860,shopperschoice,115214,96
91861,homosexuales,115213,92
91862,franklincovey,115213,96
91863,softwear,115205,96
91864,connacht,115205,92
91865,allegiances,115204,92
91866,statsguru,115202,96
91867,domaines,115198,92
91868,tessco,115193,96
91869,leaden,115187,100
91870,pizzicato,115187,96
91871,matthey,115186,96
91872,bisons,115180,100
91873,defragmentation,115178,92
91874,advantageously,115177,86
91875,daypoems,115177,100
91876,sapien,115177,96
91877,driggs,115175,96
91878,ruane,115174,96
91879,erformance,115173,96
91880,masochistic,115173,96
91881,onlinr,115169,96
91882,sentosa,115167,96
91883,giorgi,115163,96
91884,suess,115162,96
91885,asiago,115161,96
91886,vande,115156,96
91887,begala,115155,96
91888,secreto,115154,96
91889,kinderen,115153,96
91890,prolyl,115143,101
91891,meskill,115143,96
91892,pounced,115142,100
91893,monnet,115140,96
91894,fow,115140,96
91895,statt,115140,96
91896,neurobiol,115139,96
91897,famines,115137,96
91898,wollte,115135,96
91899,jolson,115133,96
91900,carpetbagger,115131,96
91901,bayeux,115128,96
91902,tff,115126,96
91903,druk,115123,96
91904,fantagraphics,115120,96
91905,carrizo,115119,96
91906,songtekst,115116,96
91907,teignmouth,115116,96
91908,xanthine,115115,96
91909,comunity,115114,96
91910,suckin,115109,96
91911,brevis,115106,96
91912,iglu,115105,96
91913,liposome,115103,100
91914,ciena,115099,96
91915,videoseven,115099,96
91916,halbert,115097,96
91917,detlef,115097,100
91918,quranic,115094,96
91919,tasc,115091,96
91920,tertullian,115088,84
91921,meritage,115088,92
91922,renmimbi,115087,96
91923,bago,115079,96
91924,chauvinism,115073,96
91925,devaney,115062,96
91926,artform,115060,96
91927,ering,115056,96
91928,baseplate,115052,96
91929,pema,115046,96
91930,elpida,115046,96
91931,tubi,115045,96
91932,snapfish,115044,96
91933,pompe,115043,96
91934,sotu,115041,84
91935,olika,115037,84
91936,fastidious,115036,84
91937,texlive,115035,92
91938,coxsackie,115034,96
91939,belch,115034,96
91940,oxidize,115030,96
91941,jamma,115027,96
91942,coatbridge,115026,96
91943,coking,115019,100
91944,wikisyntax,115018,96
91945,ensconced,115018,100
91946,gennady,115014,96
91947,tudy,115013,96
91948,assiniboine,115013,96
91949,ilocos,115009,96
91950,cyprian,115006,96
91951,fels,115005,92
91952,lycoris,115003,96
91953,uwsp,115001,96
91954,microbite,114997,96
91955,responsability,114996,96
91956,flabbergasted,114989,100
91957,truckloads,114988,96
91958,aylward,114988,96
91959,policed,114988,100
91960,spectrometric,114987,84
91961,karpov,114972,96
91962,imsa,114967,96
91963,exonuclease,114967,96
91964,taschenbuch,114965,96
91965,lizenz,114965,96
91966,spader,114963,96
91967,chabon,114963,96
91968,sagacity,114952,96
91969,kock,114951,92
91970,limey,114950,96
91971,jobsguide,114949,96
91972,tonsillitis,114948,96
91973,kissin,114942,96
91974,wedderburn,114942,96
91975,nipping,114941,96
91976,triticale,114939,96
91977,tatami,114938,96
91978,sitecom,114935,96
91979,rgds,114934,96
91980,fillable,114929,84
91981,avocats,114924,92
91982,hlmp,114923,96
91983,oaklawn,114923,96
91984,ultrastar,114922,96
91985,vulns,114921,96
91986,hwange,114909,100
91987,wccp,114905,96
91988,ukscrappers,114903,92
91989,fogs,114901,100
91990,srq,114901,84
91991,baryons,114895,100
91992,lovins,114891,92
91993,healt,114890,92
91994,ruthin,114885,96
91995,cutesy,114884,96
91996,polychrome,114882,100
91997,doliones,114880,92
91998,luth,114878,96
91999,kener,114875,96
92000,fowles,114873,96
92001,graphed,114866,100
92002,rfl,114865,96
92003,scw,114864,96
92004,nanoseconds,114864,96
92005,trifold,114862,96
92006,bostic,114862,96
92007,royo,114860,96
92008,dvbe,114857,96
92009,danfoss,114854,96
92010,sessile,114850,96
92011,liger,114848,96
92012,respuesta,114848,96
92013,yass,114843,96
92014,piccoli,114843,96
92015,adec,114841,96
92016,ausbildung,114838,96
92017,origional,114837,96
92018,yoshio,114831,96
92019,ehh,114830,96
92020,hereclick,114828,96
92021,resv,114828,96
92022,iqpc,114825,96
92023,subdistrict,114820,96
92024,bannerman,114815,96
92025,pinelands,114815,100
92026,misperceptions,114814,92
92027,contactabout,114797,85
92028,gungrave,114793,96
92029,boxlight,114792,96
92030,gaughan,114791,96
92031,boystuff,114789,96
92032,mdpro,114785,96
92033,defini,114782,96
92034,iko,114774,96
92035,cwru,114772,96
92036,protestations,114770,96
92037,engelberg,114769,96
92038,xgl,114769,96
92039,agitprop,114767,96
92040,sook,114766,96
92041,phpgedview,114765,96
92042,blogware,114765,96
92043,fileencoding,114763,100
92044,bruschetta,114760,96
92045,axkit,114760,100
92046,trickled,114759,100
92047,mcmullan,114754,96
92048,rhce,114754,96
92049,canyoning,114749,96
92050,reedley,114745,96
92051,eagleton,114745,96
92052,flipsyde,114744,96
92053,balazs,114743,96
92054,luglio,114733,96
92055,icv,114730,96
92056,torii,114727,100
92057,suan,114727,96
92058,hansford,114726,96
92059,nighter,114724,96
92060,wholes,114724,96
92061,redisplay,114722,96
92062,mallika,114717,96
92063,winco,114715,96
92064,barnesandnoble,114699,84
92065,pennock,114698,92
92066,ayla,114698,96
92067,weipa,114696,96
92068,lungo,114696,96
92069,matto,114693,96
92070,kmalloc,114690,96
92071,erde,114689,96
92072,analphilosopher,114686,96
92073,seema,114684,96
92074,ifpri,114682,96
92075,cytopathology,114681,96
92076,boloetse,114681,96
92077,mircea,114680,96
92078,savy,114680,96
92079,korda,114680,96
92080,cataloger,114680,96
92081,fondled,114678,100
92082,treklens,114678,96
92083,poids,114677,92
92084,rsb,114672,89
92085,wistfully,114669,86
92086,sshrc,114668,86
92087,abounded,114666,100
92088,uitgever,114666,96
92089,evangelize,114665,100
92090,rosenstein,114664,96
92091,heureux,114664,96
92092,faculteit,114662,96
92093,disloyal,114657,84
92094,paralyzing,114656,92
92095,sidhe,114655,92
92096,goodspeed,114654,100
92097,vanstone,114653,92
92098,amateurfotos,114651,92
92099,pleven,114642,96
92100,watervliet,114641,96
92101,freelancedesigners,114637,96
92102,nisus,114635,96
92103,counterinsurgency,114631,96
92104,flatron,114631,96
92105,phred,114631,100
92106,plonk,114630,96
92107,hosking,114628,96
92108,staggers,114628,96
92109,aine,114624,96
92110,draytek,114623,96
92111,contorted,114622,100
92112,prepac,114621,96
92113,rambam,114616,96
92114,oddjack,114612,96
92115,polemical,114612,96
92116,walthers,114611,92
92117,ified,114602,100
92118,tingley,114595,96
92119,spermatophyta,114595,96
92120,jayna,114595,96
92121,asko,114594,96
92122,matsuo,114586,96
92123,cherrypy,114584,96
92124,ispynow,114579,96
92125,neighborly,114577,96
92126,kannel,114575,96
92127,viswanathan,114575,96
92128,sporran,114571,96
92129,herwig,114564,96
92130,meisner,114563,96
92131,overlawyered,114561,100
92132,idas,114556,100
92133,adonline,114555,96
92134,oef,114548,96
92135,charlet,114548,96
92136,jda,114546,96
92137,noumea,114539,96
92138,culebra,114539,96
92139,defector,114537,96
92140,nahi,114537,96
92141,photoimpact,114535,96
92142,siemon,114535,96
92143,naranjo,114534,96
92144,troilus,114531,96
92145,kerwin,114531,96
92146,jol,114528,96
92147,supercharge,114525,96
92148,montlake,114519,96
92149,edv,114518,96
92150,abelson,114511,96
92151,jewellry,114510,96
92152,feira,114510,96
92153,ohmic,114509,84
92154,ctag,114508,96
92155,healthology,114504,92
92156,haran,114496,96
92157,wrinkly,114494,96
92158,stuntman,114493,96
92159,yeomans,114491,96
92160,wnc,114489,96
92161,parsnip,114489,96
92162,plmn,114489,96
92163,zillions,114489,96
92164,fano,114487,96
92165,naha,114485,96
92166,infoimaging,114482,96
92167,crewmen,114482,96
92168,aeds,114479,96
92169,liveaboards,114478,96
92170,aliyev,114478,96
92171,volutpat,114477,96
92172,orologi,114475,96
92173,annatopia,114474,96
92174,toughen,114465,96
92175,yisroel,114464,96
92176,sexgame,114463,96
92177,lipoxygenase,114461,92
92178,longleaf,114460,92
92179,donzi,114455,92
92180,intraepithelial,114453,84
92181,einhorn,114450,92
92182,oleo,114446,92
92183,eliyahu,114441,96
92184,radiotelephone,114436,92
92185,shizzle,114436,96
92186,paginated,114436,100
92187,soylent,114432,84
92188,inglaterra,114430,96
92189,superboy,114429,96
92190,lansoprazole,114429,96
92191,attunement,114428,96
92192,enced,114427,100
92193,beate,114425,92
92194,ogoplex,114422,96
92195,lasher,114420,96
92196,snu,114417,96
92197,helsingborg,114417,96
92198,rvsm,114415,96
92199,wracked,114414,100
92200,girbaud,114411,96
92201,zboard,114410,96
92202,windley,114410,96
92203,raha,114409,96
92204,kowa,114407,96
92205,dabbled,114406,100
92206,solow,114403,96
92207,villes,114398,92
92208,geturl,114398,96
92209,honeybees,114397,96
92210,quicklook,114387,96
92211,hinz,114387,96
92212,factfinder,114384,96
92213,contributer,114382,96
92214,qtc,114382,96
92215,glauca,114381,96
92216,padawan,114379,96
92217,lanner,114378,96
92218,consultees,114378,92
92219,lclhep,114377,96
92220,oaa,114376,96
92221,korres,114371,96
92222,galvan,114371,96
92223,programmingtalk,114371,96
92224,biddulph,114370,96
92225,iridology,114369,96
92226,connellsville,114363,96
92227,choon,114360,96
92228,manyeleti,114359,96
92229,dices,114358,100
92230,evaporators,114356,96
92231,bilde,114352,96
92232,bouguereau,114349,96
92233,hemodynamics,114346,96
92234,acoustimass,114344,96
92235,unrecognised,114341,84
92236,colston,114340,96
92237,piteous,114338,96
92238,credant,114336,96
92239,ocsp,114335,96
92240,robina,114333,96
92241,olen,114332,96
92242,nbytes,114331,96
92243,hairstyling,114330,100
92244,perfunctory,114330,96
92245,jabbar,114328,96
92246,burrard,114327,96
92247,pervaded,114324,100
92248,pitta,114321,96
92249,krupps,114318,96
92250,performative,114315,84
92251,lavoisier,114309,84
92252,compradores,114308,92
92253,ftas,114307,96
92254,hartshorne,114302,96
92255,doorsteps,114301,96
92256,baier,114297,96
92257,falsetto,114296,96
92258,intranasal,114293,96
92259,gilera,114293,96
92260,misstress,114292,96
92261,skidoo,114290,96
92262,timerang,114288,96
92263,greenbriar,114288,96
92264,berrie,114286,96
92265,ecchi,114285,96
92266,autoconfiguration,114276,92
92267,inching,114276,100
92268,foxhound,114275,85
92269,extraterrestrials,114272,92
92270,bullfighting,114271,100
92271,huevos,114269,96
92272,tatters,114269,96
92273,whan,114265,96
92274,substituents,114265,92
92275,pardue,114264,84
92276,puissance,114263,92
92277,coalbed,114259,100
92278,tunics,114254,96
92279,muesli,114249,96
92280,protrusions,114249,96
92281,nutrasport,114249,96
92282,ardenne,114245,96
92283,libary,114244,96
92284,icac,114240,96
92285,bytestor,114234,96
92286,nexgen,114232,96
92287,raihan,114232,96
92288,osmium,114232,96
92289,lepers,114231,92
92290,vivastreet,114231,96
92291,percept,114225,100
92292,gloating,114225,100
92293,criminalization,114222,92
92294,dismembered,114221,100
92295,porth,114218,96
92296,timestep,114216,96
92297,nescac,114210,96
92298,strategypage,114206,96
92299,icelandair,114204,96
92300,brus,114200,96
92301,xqes,114200,96
92302,eirp,114199,96
92303,hierro,114198,96
92304,contraptions,114196,96
92305,cagr,114195,100
92306,perfidy,114192,92
92307,minne,114190,96
92308,denaturing,114188,96
92309,ccea,114188,96
92310,lampert,114185,96
92311,deadbolt,114183,96
92312,socklog,114183,96
92313,centralisation,114182,92
92314,shive,114181,84
92315,meaner,114180,84
92316,jbutton,114178,96
92317,lomi,114177,96
92318,psalter,114173,96
92319,hostap,114168,96
92320,ulike,114164,92
92321,regularized,114158,100
92322,irlanda,114158,96
92323,therma,114152,96
92324,lonoke,114151,96
92325,asiangirls,114147,96
92326,propounded,114145,100
92327,vect,114139,92
92328,isozyme,114139,92
92329,gordie,114138,96
92330,valois,114136,92
92331,mrr,114134,96
92332,lenawee,114133,96
92333,intv,114125,84
92334,linares,114124,92
92335,bowne,114123,96
92336,raghu,114120,96
92337,zima,114118,96
92338,chaynes,114117,96
92339,saguenay,114116,96
92340,assen,114113,96
92341,vfl,114113,96
92342,rearprojectiontelevision,114112,96
92343,spikey,114109,92
92344,aspnet,114100,96
92345,roamer,114098,92
92346,embeddings,114095,92
92347,florescent,114095,96
92348,mccaw,114090,96
92349,myrinet,114087,96
92350,comsat,114084,96
92351,insubordination,114082,96
92352,teepee,114082,96
92353,fetichisme,114081,96
92354,allowwebrename,114079,96
92355,chch,114079,96
92356,maquette,114078,96
92357,apgar,114076,96
92358,bayt,114075,96
92359,hagler,114073,96
92360,diabolo,114069,96
92361,setauket,114067,92
92362,reimbursing,114066,100
92363,fnma,114064,84
92364,dres,114063,92
92365,impious,114063,84
92366,absolved,114059,100
92367,ilounge,114056,84
92368,severson,114054,96
92369,intercomparison,114054,96
92370,levenson,114050,96
92371,dishonored,114049,100
92372,penryn,114047,96
92373,vivir,114043,96
92374,leadbetter,114039,96
92375,mulford,114038,96
92376,wagstaff,114036,96
92377,fujisawa,114033,96
92378,hydrogel,114028,96
92379,bebo,114022,100
92380,galante,114020,96
92381,northen,114017,96
92382,bathsheba,114014,96
92383,robusta,114010,96
92384,magicalia,114010,96
92385,deejays,114009,96
92386,makai,114008,96
92387,klara,114006,96
92388,carine,114005,96
92389,paragonsports,114005,92
92390,plaquemines,114005,92
92391,snappers,114002,92
92392,washbasin,114002,96
92393,trunc,113999,96
92394,stilted,113999,100
92395,radia,113999,96
92396,mathieson,113996,96
92397,pilipino,113996,96
92398,festschrift,113994,96
92399,dilaudid,113988,100
92400,auxerre,113988,96
92401,caes,113985,100
92402,freeborders,113985,96
92403,muzica,113984,96
92404,eyp,113983,96
92405,hastening,113982,100
92406,aperitif,113976,92
92407,dines,113974,92
92408,coextensive,113972,84
92409,whizz,113970,96
92410,tlingit,113970,96
92411,phenylpropanolamine,113968,96
92412,labatt,113966,96
